symbol,H1-2025,H2-2025,VAL,INTERSECT
INDH,True,True,True,True
INDI,True,True,True,True
INDL,True,True,True,True
INDO,True,True,True,True
INDP,True,True,True,True
INDS,True,True,True,True
INDV,True,True,True,True
INDY,True,True,True,True
INEO,False,True,True,False
INEQ,True,True,True,True
INFA,True,False,False,False
INFL,True,True,True,True
INFO,True,True,True,True
INFR,True,True,False,False
INFU,True,True,True,True
INFY,True,True,True,True
ING,True,True,True,True
INGM,True,True,True,True
INGN,True,True,True,True
INGR,True,True,True,True
INHD,True,True,True,True
INKM,True,True,True,True
INKT,True,True,True,True
INLF,True,True,True,True
INLX,True,True,True,True
INM,True,True,True,True
INMB,True,True,True,True
INMD,True,True,True,True
INMU,True,True,True,True
INN,True,True,True,True
INN-E,True,True,True,True
INN-F,True,True,True,True
INNV,True,True,True,True
INO,True,True,True,True
INOD,True,True,True,True
INOV,True,True,True,True
INQQ,True,True,True,True
INR,True,True,True,True
INRO,True,True,True,True
INSE,True,True,True,True
INSG,True,True,True,True
INSM,True,True,True,True
INSP,True,True,True,True
INSW,True,True,True,True
INTA,True,True,True,True
INTC,True,True,True,True
INTF,True,True,True,True
INTG,True,True,True,True
INTJ,True,True,True,True
INTL,True,True,True,True
INTM,False,True,True,False
INTR,True,True,True,True
INTS,True,True,True,True
INTT,True,True,True,True
INTU,True,True,True,True
INTW,False,True,True,False
INTZ,True,True,True,True
INUV,True,True,True,True
INV,True,True,True,True
INVA,True,True,True,True
INVE,True,True,True,True
INVG,False,True,True,False
INVH,True,True,True,True
INVN,True,True,True,True
INVX,True,True,True,True
INVZ,True,True,True,True
INVZW,True,True,False,False
INZY,True,False,False,False
IOBT,True,True,False,False
IOCT,True,True,True,True
ION,True,True,True,True
IONL,False,True,True,False
IONQ,True,True,True,True
IONQ+,True,True,True,True
IONR,True,True,True,True
IONS,True,True,True,True
IONX,False,True,True,False
IONZ,False,True,True,False
IOO,True,True,True,True
IOPP,True,True,True,True
IOR,True,True,True,True
IOSP,True,True,True,True
IOT,True,True,True,True
IOTR,False,True,True,False
IOVA,True,True,True,True
IOYY,False,False,True,False
IP,True,True,True,True
IPA,True,False,False,False
IPAC,True,True,True,True
IPAR,True,True,True,True
IPAV,True,True,True,True
IPAY,True,True,True,True
IPB,True,True,True,True
IPCX,False,True,True,False
IPCXR,False,True,True,False
IPCXU,False,True,True,False
IPDN,True,True,True,True
IPDP,True,False,False,False
IPEX,False,False,True,False
IPEXR,False,False,True,False
IPEXU,False,False,True,False
IPG,True,False,False,False
IPGP,True,True,True,True
IPHA,True,True,True,True
IPI,True,True,True,True
IPKW,True,True,True,True
IPM,True,True,True,True
IPO,True,True,True,True
IPOD,False,True,True,False
IPODU,False,True,True,False
IPODW,False,True,True,False
IPOS,True,True,True,True
IPPP,True,False,False,False
IPSC,True,True,True,True
IPST,False,False,True,False
IPW,True,True,True,True
IPWR,True,True,True,True
IPX,True,True,True,True
IQ,True,True,True,True
IQDF,True,True,True,True
IQDG,True,True,True,True
IQDY,True,True,True,True
IQHI,True,True,True,True
IQI,True,True,True,True
IQLT,True,True,True,True
IQM,True,True,True,True
IQQQ,True,True,True,True
IQRA,True,True,True,True
IQSI,True,True,True,True
IQSM,True,True,True,True
IQST,False,True,True,False
IQSU,True,True,True,True
IQSZ,False,True,True,False
IQV,True,True,True,True
IR,True,True,True,True
IRBT,True,True,False,False
IRD,True,True,True,True
IRDM,True,True,True,True
IRE,False,False,True,False
IREG,False,False,True,False
IREN,True,True,True,True
IRET,True,True,True,True
IREX,False,False,True,False
IREZ,False,False,True,False
IRHOU,False,True,True,False
IRIX,True,True,True,True
IRM,True,True,True,True
IRMD,True,True,True,True
IROC,False,True,True,False
IROH,True,False,False,False
IROHR,True,False,False,False
IROHU,True,False,False,False
IROHW,True,False,False,False
IRON,True,True,True,True
IROQ,True,True,False,False
IRS,True,True,True,True
IRS+,True,True,True,True
IRT,True,True,True,True
IRTC,True,True,True,True
IRTR,True,True,True,True
IRVH,True,True,True,True
IRWD,True,True,True,True
ISBA,False,True,True,False
ISBG,False,False,True,False
ISCB,True,True,True,True
ISCF,True,True,True,True
ISCG,True,True,True,True
ISCV,True,True,True,True
ISD,True,True,True,True
ISEP,True,True,True,True
ISHG,True,True,True,True
ISHP,True,True,True,True
ISMD,True,True,True,True
ISMF,False,True,True,False
ISOU,False,True,True,False
ISPC,True,True,True,True
ISPO,True,True,False,False
ISPOW,True,True,False,False
ISPR,True,True,True,True
ISPY,True,True,True,True
ISRA,True,True,True,True
ISRG,True,True,True,True
ISRL,True,True,False,False
ISRLU,True,True,False,False
ISRLW,True,True,False,False
ISSB,False,False,True,False
ISSC,True,True,True,True
ISTB,True,True,True,True
ISTR,True,True,True,True
ISUL,False,False,True,False
ISVL,True,True,True,True
ISWN,True,True,True,True
IT,True,True,True,True
ITA,True,True,True,True
ITAN,True,True,True,True
ITB,True,True,True,True
ITDB,True,True,True,True
ITDC,True,True,True,True
ITDD,True,True,True,True
ITDE,True,True,True,True
ITDF,True,True,True,True
ITDG,True,True,True,True
ITDH,True,True,True,True
ITDI,True,True,True,True
ITDJ,True,True,True,True
ITEQ,True,True,True,True
ITGR,True,True,True,True
ITHA,False,False,True,False
ITHAU,False,False,True,False
ITHAW,False,False,True,False
ITIC,True,True,True,True
ITM,True,True,True,True
ITOC,False,False,True,False
ITOL,False,False,True,False
ITOS,True,False,False,False
ITOT,True,True,True,True
ITP,True,True,True,True
ITRG,True,True,True,True
ITRI,True,True,True,True
ITRM,True,True,False,False
ITRN,True,True,True,True
ITT,True,True,True,True
ITUB,True,True,True,True
ITW,True,True,True,True
ITWO,True,True,True,True
IUS,True,True,True,True
IUSB,True,True,True,True
IUSG,True,True,True,True
IUSV,True,True,True,True
IVA,True,True,True,True
IVAL,True,True,True,True
IVDA,True,True,True,True
IVDAW,True,True,True,True
IVE,True,True,True,True
IVEG,True,False,False,False
IVES,False,True,True,False
IVF,False,True,True,False
IVLU,True,True,True,True
IVOG,True,True,True,True
IVOL,True,True,True,True
IVOO,True,True,True,True
IVOV,True,True,True,True
IVP,True,True,False,False
IVR,True,True,True,True
IVR-C,True,True,True,True
IVRA,True,True,False,False
IVRS,True,True,True,True
IVSI,False,False,True,False
IVSS,False,False,True,False
IVT,True,True,True,True
IVV,True,True,True,True
IVVB,True,True,True,True
IVVD,True,True,True,True
IVVM,True,True,True,True
IVVW,True,True,True,True
IVW,True,True,True,True
IVZ,True,True,True,True
IWB,True,True,True,True
IWC,True,True,True,True
IWD,True,True,True,True
IWDL,True,True,True,True
IWF,True,True,True,True
IWFG,True,True,True,True
IWFL,True,True,True,True
IWL,True,True,True,True
IWLG,True,True,True,True
IWM,True,True,True,True
IWMI,True,True,True,True
IWML,True,True,True,True
IWMW,True,True,True,True
IWMY,True,True,True,True
IWN,True,True,True,True
IWO,True,True,True,True
IWP,True,True,True,True
IWR,True,True,True,True
IWS,True,True,True,True
IWTR,True,False,False,False
IWV,True,True,True,True
IWX,True,True,True,True
IWY,True,True,True,True
IX,True,True,True,True
IXC,True,True,True,True
IXG,True,True,True,True
IXHL,True,True,True,True
IXJ,True,True,True,True
IXN,True,True,True,True
IXP,True,True,True,True
IXUS,True,True,True,True
IYC,True,True,True,True
IYE,True,True,True,True
IYF,True,True,True,True
IYG,True,True,True,True
IYH,True,True,True,True
IYJ,True,True,True,True
IYK,True,True,True,True
IYLD,True,True,True,True
IYM,True,True,True,True
IYR,True,True,True,True
IYRI,True,True,True,True
IYT,True,True,True,True
IYW,True,True,True,True
IYY,True,True,True,True
IYZ,True,True,True,True
IZEA,True,True,True,True
IZM,True,True,True,True
IZRL,True,True,True,True
J,True,True,True,True
JAAA,True,True,True,True
JABS,False,True,True,False
JACK,True,True,True,True
JACS,True,True,True,True
JACS=,True,True,True,True
JACS^,True,True,True,True
JADE,True,True,True,True
JAGX,True,True,True,True
JAJL,True,True,True,True
JAKK,True,True,True,True
JAMF,True,True,False,False
JANB,False,False,True,False
JANH,True,True,True,True
JANJ,True,True,True,True
JANM,True,True,True,True
JANP,True,True,True,True
JANT,True,True,True,True
JANU,True,True,True,True
JANW,True,True,True,True
JANX,True,True,True,True
JANZ,True,True,True,True
JAPN,False,True,True,False
JAVA,True,True,True,True
JAZZ,True,True,True,True
JBBB,True,True,True,True
JBDI,True,True,True,True
JBGS,True,True,True,True
JBHT,True,True,True,True
JBI,True,True,True,True
JBIO,False,True,True,False
JBK,True,True,True,True
JBL,True,True,True,True
JBLU,True,True,True,True
JBND,True,True,True,True
JBS,False,True,True,False
JBSS,True,True,True,True
JBTM,True,True,True,True
JCAP,False,True,True,False
JCE,True,True,True,True
JCHI,True,True,True,True
JCI,True,True,True,True
JCPB,True,True,True,True
JCPI,True,True,True,True
JCSE,True,True,True,True
JCTC,True,True,True,True
JCTR,True,False,False,False
JD,True,True,True,True
JDIV,True,True,True,True
JDOC,True,True,True,True
JDST,True,True,True,True
JDVI,True,True,True,True
JDVL,False,False,True,False
JDZG,True,True,True,True
JEDI,False,False,True,False
JEF,True,True,True,True
JELD,True,True,True,True
JEM,False,True,True,False
JEMA,True,True,True,True
JEMB,True,True,True,True
JENA,False,True,True,False
JENA=,False,True,True,False
JENA^,False,True,True,False
JEPI,True,True,True,True
JEPQ,True,True,True,True
JEQ,True,False,False,False
JETD,True,True,True,True
JETS,True,True,True,True
JETU,True,True,True,True
JF,False,False,True,False
JFB,False,True,True,False
JFBR,True,True,False,False
JFBRW,True,True,False,False
JFIN,True,True,True,True
JFLI,False,True,True,False
JFLX,False,False,True,False
JFR,True,True,True,True
JFU,True,True,True,True
JG,True,True,True,True
JGH,True,True,True,True
JGLO,True,True,True,True
JGRO,True,True,True,True
JGRW,True,True,True,True
JHAC,True,True,True,True
JHAI,False,False,True,False
JHCB,True,True,True,True
JHCP,True,True,True,True
JHCR,True,True,True,True
JHDV,True,True,True,True
JHEM,True,True,True,True
JHG,True,True,True,True
JHHY,True,True,True,True
JHI,True,True,True,True
JHID,True,True,True,True
JHLN,False,False,True,False
JHMB,True,True,True,True
JHMD,True,True,True,True
JHML,True,True,True,True
JHMM,True,True,True,True
JHMU,True,True,True,True
JHPI,True,True,True,True
JHS,True,True,True,True
JHSC,True,True,True,True
JHX,True,True,True,True
JIDE,False,False,True,False
JIG,True,True,True,True
JIII,True,True,True,True
JILL,True,True,True,True
JIRE,True,True,True,True
JIVE,True,True,True,True
JJSF,True,True,True,True
JKHY,True,True,True,True
JKS,True,True,True,True
JL,True,True,True,True
JLHL,False,True,True,False
JLL,True,True,True,True
JLQD,True,True,True,True
JLS,True,True,True,True
JMBS,True,True,True,True
JMEE,True,True,True,True
JMG,False,False,True,False
JMHI,True,True,True,True
JMIA,True,True,True,True
JMID,True,True,True,True
JMM,True,True,True,True
JMMF,False,False,True,False
JMOM,True,True,True,True
JMSB,True,True,True,True
JMSI,True,True,True,True
JMST,True,True,True,True
JMTG,False,True,True,False
JMUB,True,True,True,True
JNEU,True,True,True,True
JNJ,True,True,True,True
JNK,True,True,True,True
JNPR,True,False,False,False
JNUG,True,True,True,True
JOB,True,True,True,True
JOBX,False,False,True,False
JOBY,True,True,True,True
JOBY+,True,True,True,True
JOE,True,True,True,True
JOET,True,True,True,True
JOF,True,True,True,True
JOJO,True,True,True,True
JOUT,True,True,True,True
JOYT,False,False,True,False
JOYY,False,True,True,False
JPAN,True,True,True,True
JPC,True,True,True,True
JPEF,True,True,True,True
JPEM,True,True,True,True
JPHY,False,True,True,False
JPI,True,False,False,False
JPIB,True,True,True,True
JPIE,True,True,True,True
JPIN,True,True,True,True
JPLD,True,True,True,True
JPM,True,True,True,True
JPM-C,True,True,True,True
JPM-D,True,True,True,True
JPM-J,True,True,True,True
JPM-K,True,True,True,True
JPM-L,True,True,True,True
JPM-M,True,True,True,True
JPMB,True,True,True,True
JPME,True,True,True,True
JPMO,True,True,False,False
JPRE,True,True,True,True
JPSE,True,True,True,True
JPST,True,True,True,True
JPSV,True,True,True,True
JPUS,True,True,True,True
JPX,False,True,False,False
JPXN,True,True,True,True
JPY,False,True,True,False
JQC,True,True,True,True
JQUA,True,True,True,True
JRE,True,True,True,True
JRI,True,True,True,True
JRS,True,True,True,True
JRSH,True,True,True,True
JRVR,True,True,True,True
JSCP,True,True,True,True
JSI,True,True,True,True
JSM,True,True,True,True
JSMD,True,True,True,True
JSML,True,True,True,True
JSPR,True,True,True,True
JSPRW,True,True,True,True
JSTC,True,True,True,True
JTAI,True,True,True,True
JTEK,True,True,True,True
JUCY,True,True,True,True
JULB,False,False,True,False
JULD,True,False,False,False
JULH,True,True,True,True
JULJ,True,True,True,True
JULM,True,True,True,True
JULP,True,True,True,True
JULQ,True,False,False,False
JULT,True,True,True,True
JULU,True,True,True,True
JULW,True,True,True,True
JULZ,True,True,True,True
JUNM,True,True,True,True
JUNP,True,True,True,True
JUNS,True,True,True,True
JUNT,True,True,True,True
JUNW,True,True,True,True
JUNZ,True,True,True,True
JUSA,False,True,True,False
JUST,True,True,True,True
JVA,True,True,True,True
JVAL,True,True,True,True
JVSA,True,False,False,False
JVSAR,True,False,False,False
JVSAU,True,False,False,False
JWEL,True,True,True,True
JXG,True,True,True,True
JXI,True,True,True,True
JXN,True,True,True,True
JXN-A,True,True,True,True
JXX,False,True,True,False
JYD,True,True,True,True
JYNT,True,True,True,True
JZ,True,True,True,True
JZXN,True,True,True,True
K,True,True,False,False
KAI,True,True,True,True
KALA,True,True,True,True
KALU,True,True,True,True
KALV,True,True,True,True
KAMO,False,False,True,False
KAPA,True,True,True,True
KAPR,True,True,True,True
KAR,True,True,False,False
KARO,True,True,True,True
KARS,True,True,True,True
KAT,False,False,True,False
KAUG,True,True,True,True
KAVL,True,True,False,False
KB,True,True,True,True
KBA,True,True,True,True
KBAB,False,True,True,False
KBDC,True,True,True,True
KBDU,False,False,True,False
KBE,True,True,True,True
KBH,True,True,True,True
KBON,False,False,True,False
KBONU,False,False,True,False
KBONW,False,False,True,False
KBR,True,True,True,True
KBSX,True,True,True,True
KBUF,True,True,True,True
KBWB,True,True,True,True
KBWD,True,True,True,True
KBWP,True,True,True,True
KBWR,True,True,False,False
KBWY,True,True,True,True
KC,True,True,True,True
KCAI,True,True,True,True
KCCA,True,True,True,True
KCE,True,True,True,True
KCHV,False,True,True,False
KCHVR,False,True,True,False
KCHVU,False,True,True,False
KCSH,True,True,True,True
KD,True,True,True,True
KDEC,True,True,True,True
KDEF,False,True,True,False
KDK,False,False,True,False
KDKRW,False,False,True,False
KDP,True,True,True,True
KDRN,True,True,True,True
KDVD,False,False,True,False
KE,True,True,True,True
KEAT,True,True,True,True
KELYA,True,True,True,True
KELYB,True,True,True,True
KEMQ,True,True,True,True
KEMX,True,True,True,True
KEN,True,True,True,True
KEP,True,True,True,True
KEQU,True,True,True,True
KEUA,True,True,False,False
KEX,True,True,True,True
KEY,True,True,True,True
KEY-I,True,True,True,True
KEY-J,True,True,True,True
KEY-K,True,True,True,True
KEY-L,True,True,True,True
KEYS,True,True,True,True
KF,True,True,True,True
KFEB,False,True,True,False
KFFB,True,True,True,True
KFII,False,True,True,False
KFIIR,False,True,True,False
KFIIU,False,True,True,False
KFRC,True,True,True,True
KFS,True,True,True,True
KFY,True,True,True,True
KG,False,True,True,False
KGC,True,True,True,True
KGEI,True,True,True,True
KGLD,False,True,True,False
KGRN,True,True,True,True
KGS,True,True,True,True
KHC,True,True,True,True
KHPI,True,True,True,True
KHYB,True,True,True,True
KIDS,True,True,True,True
KIDZ,False,True,True,False
KIDZW,False,True,True,False
KIE,True,True,True,True
KIM,True,True,True,True
KIM-L,True,True,True,True
KIM-M,True,True,True,True
KIM-N,True,True,True,True
KIND,True,False,False,False
KINS,True,True,True,True
KIO,True,True,True,True
KIQQ,False,False,True,False
KIRK,True,False,False,False
KITT,True,True,True,True
KITTW,True,True,True,True
KJAN,True,True,True,True
KJD,False,False,True,False
KJUL,True,True,True,True
KJUN,True,True,True,True
KKR,True,True,True,True
KKR-D,False,True,True,False
KKRS,True,True,True,True
KKRT,False,True,True,False
KLAC,True,True,True,True
KLAG,False,False,True,False
KLAR,False,False,True,False
KLC,True,True,True,True
KLG,True,False,False,False
KLIC,True,True,True,True
KLIP,True,True,True,True
KLMN,True,True,True,True
KLMT,True,True,True,True
KLRS,False,True,True,False
KLTO,True,True,False,False
KLTOW,True,True,False,False
KLTR,True,True,True,True
KLXE,True,True,True,True
KLXY,True,True,False,False
KMAR,False,True,True,False
KMAY,False,True,True,False
KMB,True,True,True,True
KMDA,True,True,True,True
KMI,True,True,True,True
KMID,True,True,True,True
KMLI,False,True,True,False
KMLM,True,True,True,True
KMPB,True,True,True,True
KMPR,True,True,True,True
KMRK,False,True,True,False
KMT,True,True,True,True
KMTS,False,True,True,False
KMX,True,True,True,True
KN,True,True,True,True
KNCT,True,True,True,True
KNDI,True,True,True,True
KNF,True,True,True,True
KNG,True,True,True,True
KNGZ,True,True,True,True
KNO,True,True,True,True
KNOP,True,True,True,True
KNOV,True,True,True,True
KNOW,True,True,True,True
KNRG,False,True,True,False
KNRX,False,False,True,False
KNSA,True,True,True,True
KNSL,True,True,True,True
KNTK,True,True,True,True
KNX,True,True,True,True
KO,True,True,True,True
KOCG,True,False,False,False
KOCT,True,True,True,True
KOD,True,True,True,True
KODK,True,True,True,True
KOF,True,True,True,True
KOID,False,True,True,False
KOKU,True,True,True,True
KOLD,True,True,True,True
KOMP,True,True,True,True
KONG,True,True,True,True
KOOL,True,True,True,True
KOP,True,True,True,True
KOPN,True,True,True,True
KORE,True,True,True,True
KORP,True,True,True,True
KORU,True,True,True,True
KOS,True,True,True,True
KOSS,True,True,True,True
KOYN,False,False,True,False
KOYNU,False,False,True,False
KOYNW,False,False,True,False
KPDD,False,True,True,False
KPHO,False,False,True,False
KPLT,True,True,True,True
KPLTW,True,True,True,True
KPRO,True,True,True,True
KPRX,True,True,True,True
KPTI,True,True,True,True
KQQQ,True,True,True,True
KR,True,True,True,True
KRAQU,False,False,True,False
KRBN,True,True,True,True
KRC,True,True,True,True
KRE,True,True,True,True
KREF,True,True,True,True
KREF-A,True,True,True,True
KRG,True,True,True,True
KRKR,True,True,True,True
KRMA,True,True,True,True
KRMD,True,True,True,True
KRMN,False,True,True,False
KRNT,True,True,True,True
KRNY,True,True,True,True
KRO,True,True,True,True
KRON,True,False,False,False
KROP,True,True,True,True
KROS,True,True,True,True
KRP,True,True,True,True
KRRO,True,True,True,True
KRSP,False,False,True,False
KRSP+,False,False,True,False
KRSP=,False,False,True,False
KRT,True,True,True,True
KRUS,True,True,True,True
KRYS,True,True,True,True
KSA,True,True,True,True
KSCP,True,True,True,True
KSEP,True,True,True,True
KSLV,False,False,True,False
KSPI,True,True,True,True
KSPY,True,True,True,True
KSS,True,True,True,True
KSTR,True,True,True,True
KT,True,True,True,True
KTB,True,True,True,True
KTCC,True,True,True,True
KTEC,True,True,True,True
KTF,True,True,True,True
KTH,True,True,True,True
KTN,True,True,True,True
KTOS,True,True,True,True
KTTA,True,True,True,True
KTTAW,True,True,True,True
KTUP,False,False,True,False
KTWOU,False,False,True,False
KUKE,True,False,False,False
KULR,True,True,True,True
KURA,True,True,True,True
KURE,True,True,True,True
KUST,False,False,True,False
KVAC,True,True,True,True
KVACU,True,True,True,True
KVACW,True,True,True,True
KVHI,True,True,True,True
KVLE,True,True,True,True
KVUE,True,True,True,True
KVYO,True,True,True,True
KW,True,True,True,True
KWE,True,False,False,False
KWEB,True,True,True,True
KWESW,True,False,False,False
KWIN,False,False,True,False
KWM,False,True,True,False
KWMWW,False,True,True,False
KWR,True,True,True,True
KWT,True,True,True,True
KXI,True,True,True,True
KXIN,True,True,True,True
KYIV,False,False,True,False
KYIVW,False,False,True,False
KYLD,False,False,True,False
KYMR,True,True,True,True
KYN,True,True,True,True
KYNB,False,False,True,False
KYTX,True,True,True,True
KZIA,True,True,True,True
KZR,True,True,True,True
L,True,True,True,True
LAB,True,True,True,True
LABD,True,True,True,True
LABU,True,True,True,True
LABX,False,False,True,False
LAC,True,True,True,True
LACG,False,False,True,False
LAD,True,True,True,True
LADR,True,True,True,True
LAES,True,True,True,True
LAFA,False,False,True,False
LAFAR,False,False,True,False
LAFAU,False,False,True,False
LAKE,True,True,True,True
LALT,True,True,True,True
LAMR,True,True,True,True
LANC,True,False,False,False
LAND,True,True,True,True
LANDM,True,True,False,False
LANDO,True,True,True,True
LANDP,True,True,True,True
LANV,True,True,True,True
LANV+,True,True,True,True
LAPR,True,True,True,True
LAR,True,True,True,True
LARK,True,True,True,True
LASE,True,True,True,True
LASR,True,True,True,True
LATA,False,False,True,False
LATAU,False,False,True,False
LATAW,False,False,True,False
LAUR,True,True,True,True
LAW,True,True,True,True
LAWR,False,True,True,False
LAYS,False,True,False,False
LAZ,True,True,True,True
LAZR,True,True,False,False
LB,True,True,True,True
LBAY,True,True,True,True
LBGJ,True,True,True,True
LBO,True,True,True,True
LBRDA,True,True,True,True
LBRDK,True,True,True,True
LBRDP,True,True,True,True
LBRT,True,True,True,True
LBRX,False,False,True,False
LBTYA,True,True,True,True
LBTYB,True,True,True,True
LBTYK,True,True,True,True
LC,True,True,True,True
LCAP,False,True,True,False
LCCC,False,True,True,False
LCCCR,False,True,True,False
LCCCU,False,True,True,False
LCDL,False,True,True,False
LCDS,True,True,True,True
LCF,True,True,True,True
LCFY,True,True,True,True
LCFYW,True,True,True,True
LCG,True,False,False,False
LCID,True,True,True,True
LCII,True,True,True,True
LCLG,True,True,True,True
LCNB,True,True,True,True
LCO,False,False,True,False
LCOW,False,True,True,False
LCR,True,True,True,True
LCTD,True,True,True,True
LCTU,True,True,True,True
LCTX,True,True,True,True
LCUT,True,True,True,True
LDDR,True,True,True,True
LDEM,True,True,True,True
LDER,True,False,False,False
LDI,True,True,True,True
LDOS,True,True,True,True
LDP,True,True,True,True
LDRC,True,True,True,True
LDRH,True,True,True,True
LDRI,True,True,True,True
LDRR,True,False,False,False
LDRT,True,True,True,True
LDRX,False,True,True,False
LDSF,True,True,True,True
LDTC,True,False,False,False
LDTCW,True,False,False,False
LDUR,True,True,True,True
LDWY,True,True,False,False
LE,True,True,True,True
LEA,True,True,True,True
LEAD,True,True,True,True
LECO,True,True,True,True
LEDS,True,True,True,True
LEE,True,True,True,True
LEG,True,True,True,True
LEGH,True,True,True,True
LEGN,True,True,True,True
LEGO=,False,False,True,False
LEGR,True,True,True,True
LEGT,True,True,True,True
LEGT+,True,True,True,True
LEGT=,True,True,True,True
LEMB,True,True,True,True
LEN,True,True,True,True
LEN.B,True,True,True,True
LENS,True,True,True,True
LENZ,True,True,True,True
LEO,True,True,True,True
LESL,True,True,True,True
LEU,True,True,True,True
LEVI,True,True,True,True
LEXI,True,True,True,True
LEXX,True,True,True,True
LEXXW,True,True,False,False
LFAC,False,False,True,False
LFACU,False,False,True,False
LFACW,False,False,True,False
LFAE,True,False,False,False
LFAF,True,False,False,False
LFAI,True,True,True,True
LFAJ,True,False,False,False
LFAK,True,False,False,False
LFAL,True,False,False,False
LFAN,True,False,False,False
LFAO,True,True,True,True
LFAQ,True,False,False,False
LFAR,True,False,False,False
LFAU,True,False,False,False
LFAV,True,False,False,False
LFAW,True,True,True,True
LFAX,True,False,False,False
LFAZ,True,False,False,False
LFBB,True,False,False,False
LFBD,True,False,False,False
LFBE,True,True,True,True
LFCR,True,True,True,True
LFDR,True,True,True,True
LFEQ,True,True,True,True
LFGY,True,True,True,True
LFMD,True,True,True,True
LFMDP,True,True,True,True
LFS,False,False,True,False
LFSC,True,True,True,True
LFST,True,True,True,True
LFT,True,True,True,True
LFT-A,True,True,True,True
LFUS,True,True,True,True
LFVN,True,True,True,True
LFWD,True,True,True,True
LGCB,True,True,True,True
LGCF,False,True,True,False
LGCL,True,True,True,True
LGCY,True,True,True,True
LGDX,False,True,True,False
LGH,True,True,True,True
LGHL,True,True,True,True
LGHLW,True,False,False,False
LGHT,True,True,True,True
LGI,True,True,True,True
LGIH,True,True,True,True
LGL,True,True,True,True
LGL+,True,True,False,False
LGLV,True,True,True,True
LGN,False,False,True,False
LGND,True,True,True,True
LGO,True,True,True,True
LGOV,True,True,True,True
LGPS,False,True,True,False
LGRO,True,True,True,True
LGVN,True,True,True,True
LH,True,True,True,True
LHAI,False,True,True,False
LHSW,False,True,True,False
LHX,True,True,True,True
LI,True,True,True,True
LIAB,True,False,False,False
LIAC,True,False,False,False
LIAE,True,True,True,True
LIAF,True,False,False,False
LIAG,True,False,False,False
LIAJ,True,False,False,False
LIAK,True,False,False,False
LIAM,True,True,True,True
LIAO,True,False,False,False
LIAP,True,False,False,False
LIAQ,True,False,False,False
LIAT,True,False,False,False
LIAU,True,True,True,True
LIAV,True,False,False,False
LIAW,True,False,False,False
LIAX,True,False,False,False
LIAY,True,False,False,False
LIBD,True,True,True,True
LICN,True,True,True,True
LIDR,True,True,True,True
LIDRW,True,True,True,True
LIEN,True,True,True,True
LIF,True,True,True,True
LIFE,False,False,True,False
LIFT,False,False,True,False
LII,True,True,True,True
LILA,True,True,True,True
LILAK,True,True,True,True
LIMI,True,True,True,True
LIMN,False,True,True,False
LIMNW,False,True,True,False
LIN,True,True,True,True
LINC,True,True,True,True
LIND,True,True,True,True
LINE,True,True,True,True
LINK,True,True,True,True
LINT,False,False,True,False
LION,True,True,True,True
LIPO,True,False,False,False
LIQT,True,True,True,True
LIT,True,True,True,True
LITB,True,True,True,True
LITE,True,True,True,True
LITL,False,True,True,False
LITM,True,True,False,False
LITP,True,True,True,True
LITS,False,False,True,False
LITX,False,False,True,False
LIVE,True,True,True,True
LIVN,True,True,True,True
LIVR,True,False,False,False
LIXT,True,True,True,True
LIXTW,True,False,False,False
LJAN,True,True,True,True
LJUL,True,True,True,True
LKFN,True,True,True,True
LKOR,True,True,True,True
LKQ,True,True,True,True
LKSP,False,False,True,False
LKSPR,False,False,True,False
LKSPU,False,False,True,False
LLDR,True,True,True,True
LLII,False,False,True,False
LLY,True,True,True,True
LLYVA,True,True,True,True
LLYVK,True,True,True,True
LLYX,True,True,True,True
LMAT,True,True,True,True
LMB,True,True,True,True
LMBO,True,True,False,False
LMBS,True,True,True,True
LMFA,True,True,True,True
LMND,True,True,True,True
LMND+,True,True,False,False
LMNR,True,True,True,True
LMNX,False,False,True,False
LMRI,False,False,True,False
LMT,True,True,True,True
LMTL,False,False,True,False
LMUB,False,True,True,False
LNAI,False,False,True,False
LNC,True,True,True,True
LNC-D,True,True,True,True
LND,True,True,True,True
LNG,True,True,True,True
LNGX,False,False,True,False
LNKB,True,True,False,False
LNKS,True,True,True,True
LNN,True,True,True,True
LNOK,False,False,True,False
LNSR,True,True,True,True
LNT,True,True,True,True
LNTH,True,True,True,True
LNW,True,False,False,False
LNZA,True,True,True,True
LNZAW,True,True,True,True
LOAN,True,True,True,True
LOAR,True,True,True,True
LOB,True,True,True,True
LOB-A,False,False,True,False
LOBO,True,True,True,True
LOCL,True,True,True,True
LOCO,True,True,True,True
LOCT,True,True,True,True
LODE,True,True,True,True
LODI,True,True,True,True
LOGC,True,False,False,False
LOGI,True,True,True,True
LOGO,False,True,True,False
LOKV,False,True,True,False
LOKVU,False,True,True,False
LOKVW,False,True,True,False
LOMA,True,True,True,True
LONA,False,False,True,False
LONZ,True,True,True,True
LOOP,True,True,True,True
LOPE,True,True,True,True
LOPP,True,True,True,True
LOT,True,True,True,True
LOTI,False,False,True,False
LOTWW,True,True,True,True
LOUP,True,True,True,True
LOVE,True,True,True,True
LOW,True,True,True,True
LOWV,True,True,True,True
LPA,True,True,True,True
LPAA,True,True,True,True
LPAAU,True,True,True,True
LPAAW,True,True,True,True
LPBB,True,True,True,True
LPBBU,True,True,True,True
LPBBW,True,True,True,True
LPCN,True,True,True,True
