kind,symbol,ex_date,old_rate,new_rate,ratio
reverse_splits,JFU,2023-01-18,20,1,0.05
reverse_splits,JG,2023-12-11,20,1,0.05
reverse_splits,JILL,2020-11-10,5,1,0.2
forward_splits,JJA,2021-06-04,1,3,3
forward_splits,JJC,2021-06-04,1,3,3
forward_splits,JJN,2021-06-04,1,3,3
reverse_splits,JL,2024-12-10,10,1,0.1
reverse_splits,JMDA,2020-08-17,3,1,0.3333333333
reverse_splits,JMEI,2020-01-10,10,1,0.1
reverse_splits,JMPLY,2026-08-17,1,0.75,0.75
reverse_splits,JMU,2018-07-31,10,1,0.1
forward_splits,JNCCF,2021-01-26,1,3,3
reverse_splits,JNCCF,2021-09-16,2,1,0.5
reverse_splits,JNCCF,2023-10-20,10,1,0.1
reverse_splits,JNK,2019-05-06,3,1,0.3333333333
reverse_splits,JNUG,2019-06-28,5,1,0.2
reverse_splits,JNUG,2020-04-23,10,1,0.1
reverse_splits,JNVR,2024-12-30,8,1,0.125
reverse_splits,JOBX,2026-03-10,3,1,0.3333333333
reverse_splits,JONE,2018-09-10,20,1,0.05
reverse_splits,JPOTF,2020-05-01,10,1,0.1
reverse_splits,JRJC,2020-01-06,10,1,0.1
reverse_splits,JRSS,2023-06-30,10,1,0.1
reverse_splits,JRVS,2022-06-15,125,1,0.008
reverse_splits,JSPR,2024-01-04,10,1,0.1
reverse_splits,JT,2020-10-30,8,1,0.125
reverse_splits,JTAI,2024-11-12,225,1,0.004444444444
reverse_splits,JTAI,2026-04-08,200,1,0.005
reverse_splits,JUDO,2021-01-19,500,1,0.002
reverse_splits,JUHL,2021-12-27,50,1,0.02
reverse_splits,JUNS,2026-08-07,75,1,0.01333333333
reverse_splits,JUPGF,2025-12-04,12,1,0.08333333333
reverse_splits,JWEL,2023-10-27,16,1,0.0625
reverse_splits,JXG,2025-01-08,4,1,0.25
reverse_splits,JXG,2025-11-21,15,1,0.06666666667
reverse_splits,JXJT,2023-04-26,10,1,0.1
reverse_splits,JYD,2025-10-13,50,1,0.02
reverse_splits,JZ,2024-02-20,3,1,0.3333333333
reverse_splits,JZ,2025-06-16,10,1,0.1
reverse_splits,JZ,2026-07-06,30,1,0.03333333333
reverse_splits,JZXN,2023-07-10,18,1,0.05555555556
reverse_splits,JZXN,2024-07-03,13,1,0.07692307692
reverse_splits,JZXN,2025-12-11,40,1,0.025
forward_splits,KAIKY,2022-10-12,1,3,3
reverse_splits,KAL,2022-12-23,100,1,0.01
reverse_splits,KALA,2022-10-21,50,1,0.02
reverse_splits,KALA,2026-05-11,50,1,0.02
reverse_splits,KALTF,2021-07-23,20,1,0.05
forward_splits,KAOOY,2026-06-30,1,1.2,1.2
reverse_splits,KAPA,2026-09-01,7,1,0.1428571429
reverse_splits,KAST,2025-05-14,1000,1,0.001
reverse_splits,KATX,2025-05-16,6500,1,0.0001538461538
reverse_splits,KAVL,2021-07-20,12,1,0.08333333333
reverse_splits,KAVL,2024-01-25,21,1,0.04761904762
reverse_splits,KAYS,2020-12-15,15,1,0.06666666667
reverse_splits,KBEVF,2021-10-18,10,1,0.1
reverse_splits,KBGCF,2021-01-22,10,1,0.1
reverse_splits,KBGCF,2023-03-06,2.5,1,0.4
reverse_splits,KCAC.U,2020-11-27,1,0.5,0.5
reverse_splits,KEGS,2025-04-23,1000,1,0.001
reverse_splits,KERN,2022-11-08,20,1,0.05
reverse_splits,KERN,2024-02-09,20,1,0.05
forward_splits,KEUA,2021-12-13,1,3,3
reverse_splits,KGEIF,2022-05-19,10,1,0.1
reverse_splits,KGJI,2019-10-22,6,1,0.1666666667
reverse_splits,KGKG,2026-02-25,2500,1,0.0004
reverse_splits,KGLDF,2023-01-27,10,1,0.1
reverse_splits,KGLDF,2023-07-28,5,1,0.2
reverse_splits,KGSSF,2022-10-20,10,1,0.1
reverse_splits,KIARF,2022-09-29,10,1,0.1
reverse_splits,KIDZ,2026-03-09,50,1,0.02
reverse_splits,KIDZ,2026-06-08,10,1,0.1
reverse_splits,KIDZ,2026-08-13,15,1,0.06666666667
reverse_splits,KITT,2024-07-23,36,1,0.02777777778
reverse_splits,KITT,2025-09-05,9,1,0.1111111111
reverse_splits,KITT,2026-04-21,8,1,0.125
forward_splits,KKOYY,2020-05-19,1,4,4
forward_splits,KLAC,2026-06-12,1,10,10
reverse_splits,KLGDF,2025-12-23,4,1,0.25
reverse_splits,KLIP,2025-01-02,3,1,0.3333333333
reverse_splits,KLMN,2020-07-15,60,1,0.01666666667
reverse_splits,KLR,2023-03-09,3.5,1,0.2857142857
reverse_splits,KLSVF,2026-02-24,10,1,0.1
reverse_splits,KLXE,2020-07-28,5,1,0.2
reverse_splits,KMDRF,2023-10-06,10,1,0.1
forward_splits,KMFG,2024-08-09,1,10,10
reverse_splits,KMPH,2020-12-28,16,1,0.0625
reverse_splits,KNDYF,2021-08-10,10,1,0.1
reverse_splits,KNGRF,2023-03-28,2,1,0.5
reverse_splits,KNGW,2021-11-02,10,1,0.1
reverse_splits,KNSC,2020-11-23,5000,1,0.0002
forward_splits,KNTK,2022-06-09,1,2,2
reverse_splits,KNWN,2025-02-19,40,1,0.025
reverse_splits,KOGMF,2021-03-16,20,1,0.05
reverse_splits,KOGMF,2025-06-17,2,1,0.5
reverse_splits,KOL,2020-04-15,10,1,0.1
reverse_splits,KOLD,2022-01-14,5,1,0.2
reverse_splits,KOLD,2022-05-26,4,1,0.25
forward_splits,KOLD,2024-04-11,1,2,2
reverse_splits,KOMOF,2023-01-30,10,1,0.1
reverse_splits,KOOL,2019-06-05,10,1,0.1
reverse_splits,KOOYF,2023-11-14,10,1,0.1
reverse_splits,KORE,2024-07-01,5,1,0.2
reverse_splits,KORU,2025-02-10,10,1,0.1
forward_splits,KORU,2026-07-15,1,20,20
forward_splits,KOTMY,2022-10-13,1,2,2
forward_splits,KOZAY,2023-03-14,1,2.1,2.1
reverse_splits,KPEA,2026-06-02,10,1,0.1
reverse_splits,KPLT,2023-07-28,25,1,0.04
reverse_splits,KPRX,2022-09-27,40,1,0.025
reverse_splits,KPRX,2024-06-11,9,1,0.1111111111
reverse_splits,KPTI,2025-02-26,15,1,0.06666666667
reverse_splits,KRBP,2023-03-13,30,1,0.03333333333
reverse_splits,KRFG,2025-09-09,10000,1,0.0001
reverse_splits,KRKR,2024-10-03,20,1,0.05
reverse_splits,KROP,2025-09-02,3,1,0.3333333333
reverse_splits,KRRGF,2020-07-31,4.5,1,0.2222222222
reverse_splits,KSCP,2024-09-16,50,1,0.02
reverse_splits,KTNNF,2020-09-10,23,1,0.04347826087
reverse_splits,KTOV,2020-08-21,10,1,0.1
reverse_splits,KTRA,2022-11-14,50,1,0.02
reverse_splits,KTTA,2024-01-02,20,1,0.05
reverse_splits,KUKE,2025-03-13,10,1,0.1
reverse_splits,KULR,2025-06-23,8,1,0.125
reverse_splits,KUST,2026-01-08,3,1,0.3333333333
reverse_splits,KUST,2026-04-22,5,1,0.2
reverse_splits,KWE,2024-10-23,10,1,0.1
reverse_splits,KWE,2025-04-23,21,1,0.04761904762
reverse_splits,KWEMF,2022-10-28,70,1,0.01428571429
forward_splits,KWHIY,2026-04-08,1,5,5
reverse_splits,KWIK,2025-06-26,40,1,0.025
reverse_splits,KWM,2026-08-03,30,1,0.03333333333
forward_splits,KXI,2018-05-02,1,2,2
forward_splits,KXIAY,2026-02-13,1,10,10
reverse_splits,KXIN,2023-09-15,15,1,0.06666666667
reverse_splits,KXIN,2024-10-25,60,1,0.01666666667
reverse_splits,KXIN,2025-12-01,30,1,0.03333333333
reverse_splits,KXIN,2026-03-13,15,1,0.06666666667
forward_splits,KYOCY,2024-01-12,1,4,4
reverse_splits,KYSRF,2026-06-02,10,1,0.1
reverse_splits,KZIA,2024-10-28,10,1,0.1
reverse_splits,KZIA,2025-04-17,5,1,0.2
reverse_splits,KZR,2024-10-30,10,1,0.1
reverse_splits,LAAB,2025-04-25,100,1,0.01
reverse_splits,LABD,2018-03-29,10,1,0.1
reverse_splits,LABD,2020-08-28,20,1,0.05
reverse_splits,LABD,2025-09-29,10,1,0.1
reverse_splits,LABP,2023-05-26,10,1,0.1
reverse_splits,LABT,2026-06-22,10,1,0.1
reverse_splits,LABU,2023-12-04,20,1,0.05
reverse_splits,LABX,2026-03-10,3,1,0.3333333333
forward_splits,LABX,2026-07-21,1,6,6
reverse_splits,LADX,2023-05-17,100,1,0.01
reverse_splits,LAIX,2022-03-04,14,1,0.07142857143
reverse_splits,LATNF,2020-11-10,10,1,0.1
reverse_splits,LAUCX,2020-09-14,4,1,0.25
reverse_splits,LAZR,2024-11-21,15,1,0.06666666667
reverse_splits,LBCMF,2021-02-22,5,1,0.2
reverse_splits,LBCMF,2024-02-13,10,1,0.1
reverse_splits,LBGJ,2026-03-27,100,1,0.01
reverse_splits,LBGJ,2026-08-03,200,1,0.005
reverse_splits,LBHRF,2020-05-29,10,1,0.1
reverse_splits,LBJ,2020-03-27,20,1,0.05
reverse_splits,LBSR,2021-02-25,500,1,0.002
reverse_splits,LBUY,2026-05-15,156,1,0.00641025641
reverse_splits,LBUYD,2026-06-05,156,1,0.00641025641
reverse_splits,LC,2019-07-08,5,1,0.2
reverse_splits,LCAHU,2020-12-30,1,0.333333,0.333333
reverse_splits,LCFY,2022-12-08,20,1,0.05
reverse_splits,LCFYW,2022-12-08,20,1,0.05
reverse_splits,LCHD,2026-08-28,25,1,0.04
reverse_splits,LCI,2023-02-07,4,1,0.25
reverse_splits,LCID,2025-09-02,10,1,0.1
reverse_splits,LDDAF,2021-08-18,20,1,0.05
reverse_splits,LDDD,2023-09-27,10,1,0.1
reverse_splits,LDDFF,2021-03-22,6.2,1,0.1612903226
reverse_splits,LDDFF,2026-03-13,45,1,0.02222222222
reverse_splits,LDDR,2025-02-03,11,1,0.09090909091
reverse_splits,LDOMF,2023-10-17,2,1,0.5
reverse_splits,LDSI,2021-08-09,50,1,0.02
reverse_splits,LEE,2021-03-15,10,1,0.1
reverse_splits,LEEEF,2024-11-18,10,1,0.1
reverse_splits,LEJU,2022-05-20,10,1,0.1
reverse_splits,LEMLF,2021-08-17,10,1,0.1
reverse_splits,LENDX,2020-08-31,5,1,0.2
reverse_splits,LENDX,2026-07-10,2,1,0.5
reverse_splits,LESL,2025-09-29,20,1,0.05
reverse_splits,LEXTF,2022-05-26,5,1,0.2
reverse_splits,LEXX,2026-08-03,15,1,0.06666666667
reverse_splits,LFAI,2025-09-22,1,0.76923077,0.76923077
reverse_splits,LFAO,2025-09-22,12,10,0.8333333333
reverse_splits,LFAW,2025-09-22,11,10,0.9090909091
forward_splits,LFBCF,2026-04-17,100,115,1.15
forward_splits,LFBCF,2026-06-25,100,112,1.12
reverse_splits,LFBE,2025-09-22,1,0.90909091,0.90909091
reverse_splits,LFDR,2025-09-22,1,0.90909091,0.90909091
reverse_splits,LFLY,2023-09-12,20,1,0.05
reverse_splits,LFLY,2025-09-15,500,1,0.002
reverse_splits,LFLYD,2025-09-15,500,1,0.002
reverse_splits,LFWD,2024-03-15,7,1,0.1428571429
reverse_splits,LFWD,2026-02-24,12,1,0.08333333333
reverse_splits,LGCB,2025-04-07,10,1,0.1
reverse_splits,LGCFF,2022-06-09,10,1,0.1
reverse_splits,LGCL,2025-10-13,40,1,0.025
reverse_splits,LGCL,2026-09-01,125,1,0.008
reverse_splits,LGHL,2023-07-13,50,1,0.02
reverse_splits,LGHL,2025-03-26,50,1,0.02
reverse_splits,LGHL,2025-11-26,13,1,0.07692307692
reverse_splits,LGHL,2026-05-04,6,1,0.1666666667
reverse_splits,LGHL,2026-07-14,9,1,0.1111111111
reverse_splits,LGMFF,2023-06-22,7,1,0.1428571429
reverse_splits,LGMK,2023-04-24,20,1,0.05
reverse_splits,LGMK,2024-11-19,25,1,0.04
reverse_splits,LGMKD,2025-10-28,750,1,0.001333333333
reverse_splits,LGORF,2021-03-08,10,1,0.1
reverse_splits,LGSLF,2023-10-06,75,1,0.01333333333
reverse_splits,LGSXY,2026-07-13,2,1,0.5
reverse_splits,LGVN,2024-03-27,10,1,0.1
reverse_splits,LGVN,2026-08-27,10,1,0.1
reverse_splits,LHSW,2026-06-22,16,1,0.0625
reverse_splits,LIACX,2020-09-14,4,1,0.25
reverse_splits,LIAE,2025-09-22,1,0.76923077,0.76923077
reverse_splits,LIAM,2025-09-22,1,0.83333333,0.83333333
reverse_splits,LIAU,2025-09-22,12,10,0.8333333333
reverse_splits,LIBAX,2020-09-14,4,1,0.25
reverse_splits,LIBCX,2020-09-14,4,1,0.25
reverse_splits,LIBD,2025-09-22,1,0.83333333,0.83333333
reverse_splits,LIBFF,2020-06-26,4,1,0.25
reverse_splits,LICN,2025-03-03,200,1,0.005
reverse_splits,LICY,2024-06-04,8,1,0.125
reverse_splits,LIDR,2023-12-27,30,1,0.03333333333
reverse_splits,LIFE,2019-07-01,14,1,0.07142857143
reverse_splits,LIFW,2023-10-13,25,1,0.04
reverse_splits,LIFW,2024-11-18,25,1,0.04
reverse_splits,LIGA,2023-07-06,50,1,0.02
reverse_splits,LIMN,2026-08-21,50,1,0.02
forward_splits,LINK,2025-10-29,2,3,1.5
reverse_splits,LINMF,2026-07-13,6.5,1,0.1538461538
reverse_splits,LIPO,2024-11-08,8,1,0.125
reverse_splits,LIQQF,2026-05-28,3.28843476,1,0.3040960436
reverse_splits,LIQT,2019-04-09,4,1,0.25
reverse_splits,LIQT,2023-05-26,8,1,0.125
reverse_splits,LITB,2024-09-05,6,1,0.1666666667
reverse_splits,LITM,2025-05-02,13,1,0.07692307692
forward_splits,LITX,2026-03-10,1,3,3
reverse_splits,LIXT,2020-11-20,6,1,0.1666666667
reverse_splits,LIXT,2023-06-05,10,1,0.1
reverse_splits,LIZI,2023-09-20,10,1,0.1
reverse_splits,LKCO,2023-03-22,30,1,0.03333333333
reverse_splits,LKCO,2024-09-17,8,1,0.125
reverse_splits,LKMNF,2020-06-10,7.5,1,0.1333333333
reverse_splits,LKYSF,2020-05-20,2,1,0.5
reverse_splits,LLIT,2020-10-26,8,1,0.125
reverse_splits,LLNKF,2021-02-02,2.5,1,0.4
forward_splits,LMED,2026-07-10,1,5,5
reverse_splits,LMFA,2018-10-16,10,1,0.1
reverse_splits,LMFA,2021-05-07,5,1,0.2
reverse_splits,LMFA,2024-03-12,6,1,0.1666666667
reverse_splits,LMFA,2026-07-13,25,1,0.04
reverse_splits,LMLLF,2023-10-24,7,1,0.1428571429
forward_splits,LMNGF,2020-04-28,1,2,2
reverse_splits,LMNL,2023-02-01,10,1,0.1
reverse_splits,LNAI,2026-05-22,8,1,0.125
reverse_splits,LNCLF,2023-03-08,10,1,0.1
reverse_splits,LNDZF,2020-12-15,2,1.474,0.737
reverse_splits,LNKS,2026-04-06,250,1,0.004
reverse_splits,LNZA,2025-08-19,100,1,0.01
reverse_splits,LOAK.U,2020-12-29,1,0.5,0.5
reverse_splits,LOBEF,2022-06-10,6,1,0.1666666667
reverse_splits,LOCL,2023-06-15,13,1,0.07692307692
reverse_splits,LODE,2019-11-29,5,1,0.2
reverse_splits,LODE,2025-02-25,10,1,0.1
reverse_splits,LOMEF,2025-12-04,3,1,0.3333333333
reverse_splits,LONAX,2018-02-23,4,1,0.25
reverse_splits,LONGX,2018-02-23,4,1,0.25
reverse_splits,LOONF,2020-12-17,4,1,0.25
reverse_splits,LOONF,2022-08-02,1.713084,1,0.5837425369
reverse_splits,LOVFF,2023-02-13,10,1,0.1
forward_splits,LOWC,2022-04-22,1,4,4
reverse_splits,LOWLF,2023-08-30,10,1,0.1
reverse_splits,LPCN,2023-05-12,17,1,0.05882352941
reverse_splits,LPI,2020-06-02,20,1,0.05
reverse_splits,LPKGF,2022-08-15,10,1,0.1
reverse_splits,LPPPF,2021-03-11,10,1,0.1
reverse_splits,LPSN,2025-10-13,15,1,0.06666666667
reverse_splits,LPTV,2022-09-21,3,1,0.3333333333
reverse_splits,LPTX,2023-06-21,10,1,0.1
reverse_splits,LQ,2018-05-30,2,1,0.5
reverse_splits,LQR,2023-11-30,60,1,0.01666666667
forward_splits,LQR,2024-03-04,2,3,1.5
reverse_splits,LQWDF,2022-11-14,10,1,0.1
forward_splits,LRCU,2026-03-10,1,3,3
forward_splits,LRCX,2024-10-03,1,10,10
reverse_splits,LRDR,2022-12-08,4000,1,0.00025
reverse_splits,LRDSF,2022-02-04,10,1,0.1
reverse_splits,LRHC,2025-07-07,80,1,0.0125
reverse_splits,LRHC,2026-01-26,10,1,0.1
reverse_splits,LRHC,2026-04-20,10,1,0.1
reverse_splits,LRSNF,2020-05-22,10,1,0.1
reverse_splits,LRSNF,2022-07-11,20,1,0.05
reverse_splits,LRSNF,2026-08-17,9,1,0.1111111111
reverse_splits,LRTTF,2020-12-14,10,1,0.1
reverse_splits,LRTTF,2022-07-26,2,1,0.5
reverse_splits,LSANF,2020-08-26,10,1,0.1
reverse_splits,LSB,2024-10-04,10,1,0.1
reverse_splits,LSDI,2024-02-26,10,1,0.1
forward_splits,LSI,2021-01-28,2,3,1.5
reverse_splits,LSIZX,2020-09-14,4,1,0.25
reverse_splits,LSTIX,2020-12-17,5,1,0.2
reverse_splits,LSTOX,2020-11-17,5,1,0.2
reverse_splits,LTBR,2019-10-21,12,1,0.08333333333
forward_splits,LTL,2025-11-20,1,4,4
reverse_splits,LTRY,2023-08-10,20,1,0.05
reverse_splits,LTSC,2021-06-11,100,1,0.01
reverse_splits,LU,2023-12-15,4,1,0.25
reverse_splits,LUCY,2024-07-18,20,1,0.05
reverse_splits,LUFFF,2024-02-22,10,1,0.1
reverse_splits,LUXH,2024-11-20,70,1,0.01428571429
reverse_splits,LVGI,2020-07-09,300,1,0.003333333333
reverse_splits,LVLU,2025-07-07,15,1,0.06666666667
reverse_splits,LVNSF,2020-10-26,30,1,0.03333333333
reverse_splits,LVO,2025-09-26,10,1,0.1
reverse_splits,LVVEF,2020-06-30,20,1,0.05
reverse_splits,LVXFF,2023-10-23,5,1,0.2
reverse_splits,LVXI,2020-10-09,4000,1,0.00025
reverse_splits,LXEH,2024-01-03,2,1,0.5
reverse_splits,LXEH,2024-09-30,10,1,0.1
reverse_splits,LXEH,2026-04-20,10,1,0.1
reverse_splits,LXP,2025-11-11,5,1,0.2
reverse_splits,LXRP,2021-01-12,30,1,0.03333333333
forward_splits,LXU,2021-10-12,1,1.3,1.3
reverse_splits,LYEL,2025-06-02,20,1,0.05
reverse_splits,LYRA,2025-05-28,50,1,0.02
reverse_splits,LYT,2024-02-23,60,1,0.01666666667
reverse_splits,LYTHD,2025-09-26,2500,1,0.0004
reverse_splits,LZHOX,2020-11-17,4,1,0.25
reverse_splits,LZHYX,2020-11-17,4,1,0.25
reverse_splits,LZMH,2026-05-22,20,1,0.05
reverse_splits,MAGN,2024-11-04,13,1,0.07692307692
reverse_splits,MAIFF,2026-01-05,10,1,0.1
reverse_splits,MAKAF,2023-11-23,10,1,0.1
reverse_splits,MAKOF,2023-03-08,10,1,0.1
reverse_splits,MANVF,2023-10-12,4,1,0.25
reverse_splits,MANVF,2026-02-17,10,1,0.1
reverse_splits,MARA,2019-04-08,4,1,0.25
reverse_splits,MARFF,2020-09-25,5,1,0.2
reverse_splits,MARK,2022-12-22,10,1,0.1
forward_splits,MARUY,2026-07-08,1,10,10
reverse_splits,MASK,2026-03-16,25,1,0.04
reverse_splits,MAXMF,2021-12-22,8,1,0.125
reverse_splits,MAXN,2024-10-09,100,1,0.01
reverse_splits,MBAI,2026-08-13,7,1,0.1428571429
forward_splits,MBCN,2019-11-12,1,2,2
forward_splits,MBIN,2022-01-18,2,3,1.5
reverse_splits,MBIO,2023-04-04,15,1,0.06666666667
reverse_splits,MBIO,2025-01-16,50,1,0.02
reverse_splits,MBNAA,2018-10-24,3,1,0.3333333333
reverse_splits,MBNAB,2018-10-24,3,1,0.3333333333
reverse_splits,MBOT,2018-09-05,15,1,0.06666666667
reverse_splits,MBRX,2021-02-01,6,1,0.1666666667
reverse_splits,MBRX,2024-03-22,15,1,0.06666666667
reverse_splits,MBRX,2025-12-01,25,1,0.04
reverse_splits,MBVX,2018-02-16,3,1,0.3333333333
reverse_splits,MCAP,2021-11-10,200,1,0.005
reverse_splits,MCC,2020-07-27,20,1,0.05
reverse_splits,MCDIF,2025-01-29,125,1,0.008
reverse_splits,MCDMF,2022-12-07,10,1,0.1
reverse_splits,MCEP,2020-03-24,10,1,0.1
reverse_splits,MCEP,2020-04-13,20,1,0.05
reverse_splits,MCHN,2021-10-01,250,1,0.004
forward_splits,MCHP,2021-10-13,1,2,2
reverse_splits,MCLDF,2021-11-24,3,1,0.3333333333
reverse_splits,MCMJU,2019-12-12,1,0.5,0.5
reverse_splits,MCOM,2023-12-04,150,1,0.006666666667
reverse_splits,MCRB,2025-04-22,20,1,0.05
reverse_splits,MCUIF,2021-11-18,10,1,0.1
reverse_splits,MCURF,2023-09-12,6,1,0.1666666667
reverse_splits,MCVT,2022-08-09,2.25,1,0.4444444444
reverse_splits,MDGS,2018-07-16,4,1,0.25
reverse_splits,MDGS,2022-11-14,15,1,0.06666666667
reverse_splits,MDLY,2020-11-02,10,1,0.1
reverse_splits,MDPLF,2024-10-25,2,1,0.5
reverse_splits,MDR,2018-05-10,3,1,0.3333333333
reverse_splits,MDRNF,2026-07-31,2,1,0.5
reverse_splits,MDRPF,2021-01-29,10,1,0.1
reverse_splits,MDRR,2023-05-04,8,1,0.125
forward_splits,MDRR,2024-07-03,1,5,5
reverse_splits,MDRR,2024-07-03,10,1,0.1
reverse_splits,MDTR,2020-10-09,59,1,0.01694915254
reverse_splits,MDVL,2023-08-01,50,1,0.02
forward_splits,MDVZX,2019-12-05,1,1.75,1.75
reverse_splits,MDWD,2022-12-20,7,1,0.1428571429
reverse_splits,MDWT,2020-08-28,500,1,0.002
forward_splits,MDYG,2018-06-13,1,3,3
forward_splits,MDYV,2018-06-13,1,2,2
reverse_splits,ME,2024-10-16,20,1,0.05
reverse_splits,MEAUF,2021-08-26,6,1,0.1666666667
reverse_splits,MEDS,2023-06-22,15,1,0.06666666667
reverse_splits,MEDVF,2022-12-08,15,1,0.06666666667
reverse_splits,MEGH,2021-05-07,10,1,0.1
reverse_splits,MEGL,2025-02-18,4,1,0.25
reverse_splits,MEIP,2023-04-17,20,1,0.05
reverse_splits,MEME,2023-05-01,5,1,0.2
reverse_splits,MESO,2024-01-10,2,1,0.5
reverse_splits,METX,2022-05-06,30,1,0.03333333333
reverse_splits,METX,2023-08-24,20,1,0.05
reverse_splits,MEXGF,2023-03-15,10,1,0.1
reverse_splits,MEXGF,2026-07-20,1.6667,1,0.5999880002
reverse_splits,MEXX,2020-03-27,12,1,0.08333333333
forward_splits,MEXX,2023-08-28,1,5,5
reverse_splits,MF,2022-10-17,30,1,0.03333333333
reverse_splits,MFA,2022-04-05,4,1,0.25
reverse_splits,MFGCF,2025-12-18,2,1,0.5
forward_splits,MFGI,2022-05-16,1,3,3
reverse_splits,MFGP,2019-04-30,2,1.6592,0.8296
reverse_splits,MFH,2020-05-19,2,1,0.5
reverse_splits,MFH,2023-02-28,1,0.9,0.9
reverse_splits,MFI,2025-07-10,8,1,0.125
reverse_splits,MFMLF,2025-11-07,10,1,0.1
reverse_splits,MGEN,2020-11-13,15,1,0.06666666667
reverse_splits,MGHL,2020-06-11,100,1,0.01
forward_splits,MGK,2026-04-21,1,5,5
reverse_splits,MGLCX,2018-11-05,10,5.399,0.5399
reverse_splits,MGLDF,2024-01-23,16,1,0.0625
reverse_splits,MGLDX,2018-11-05,10,5.437,0.5437
reverse_splits,MGLJX,2018-11-05,10,5.487,0.5487
reverse_splits,MGLKX,2018-11-05,10,5.473,0.5473
reverse_splits,MGLLX,2018-11-05,10,5.493,0.5493
reverse_splits,MGLMX,2018-11-05,10,5.504,0.5504
reverse_splits,MGOL,2024-07-18,10,1,0.1
reverse_splits,MGON,2025-07-29,30,1,0.03333333333
reverse_splits,MGPRF,2020-10-20,20,1,0.05
reverse_splits,MGPRF,2021-12-02,7,1,0.1428571429
reverse_splits,MGPRF,2023-08-08,2,1,0.5
reverse_splits,MGRX,2024-10-16,15,1,0.06666666667
reverse_splits,MGTA,2023-09-12,16,1,0.0625
reverse_splits,MGWFF,2021-10-07,6,1,0.1666666667
forward_splits,MHH,2018-08-27,1,2,2
reverse_splits,MHHC,2020-10-01,7400,1,0.0001351351351
forward_splits,MHHC,2021-12-07,1,11,11
reverse_splits,MHIFF,2025-12-30,25,1,0.04
reverse_splits,MHUA,2025-11-24,100,1,0.01
forward_splits,MHVIY,2026-05-13,1,2,2
reverse_splits,MI,2024-04-12,50,1,0.02
reverse_splits,MI,2026-05-18,80,1,0.0125
reverse_splits,MICWF,2020-05-12,2,1,0.5
reverse_splits,MIDZ,2019-06-28,5,1,0.2
reverse_splits,MIGI,2021-08-13,10,1,0.1
reverse_splits,MIGI,2023-02-09,6,1,0.1666666667
reverse_splits,MIGI,2025-11-21,20,1,0.05
reverse_splits,MILV,2020-05-15,1000,1,0.001
reverse_splits,MIMI,2026-05-06,10,1,0.1
reverse_splits,MIND,2023-10-16,10,1,0.1
reverse_splits,MINM,2023-04-17,25,1,0.04
reverse_splits,MISM,2020-08-20,3,1,0.3333333333
reverse_splits,MITI,2022-12-12,50,1,0.02
forward_splits,MITSY,2024-07-10,1,2,2
reverse_splits,MITT,2021-07-23,3,1,0.3333333333
reverse_splits,MJ,2025-02-21,12,1,0.08333333333
forward_splits,MKC,2020-12-01,1,2,2
forward_splits,MKC.V,2020-12-01,1,2,2
reverse_splits,MKD,2022-05-23,15,1,0.06666666667
reverse_splits,MKDW,2026-01-26,30,1,0.03333333333
reverse_splits,MKFG,2024-09-19,10,1,0.1
reverse_splits,MKSEF,2026-04-13,40,1,0.025
reverse_splits,MKTDF,2021-04-16,5,1,0.2
forward_splits,MKTDF,2022-05-05,1,4,4
reverse_splits,MKTDF,2023-06-22,40,1,0.025
reverse_splits,MKTW,2025-04-03,20,1,0.05
reverse_splits,MKZR,2025-08-05,10,1,0.1
reverse_splits,ML,2023-04-25,30,1,0.03333333333
reverse_splits,MLEC,2025-05-14,10,1,0.1
reverse_splits,MLEC,2026-01-05,15,1,0.06666666667
reverse_splits,MLGCF,2022-09-16,10,1,0.1
reverse_splits,MLGO,2024-03-22,10,1,0.1
reverse_splits,MLGO,2024-12-13,20,1,0.05
reverse_splits,MLGO,2025-07-18,30,1,0.03333333333
forward_splits,MLI,2023-10-23,1,2,2
forward_splits,MLI,2026-07-01,1,2,2
reverse_splits,MLLLF,2020-08-13,15,1,0.06666666667
reverse_splits,MLND,2021-06-28,15,1,0.06666666667
reverse_splits,MLNT,2019-02-22,5,1,0.2
reverse_splits,MLPA,2020-04-28,6,1,0.1666666667
reverse_splits,MLPH,2026-06-18,50,1,0.02
reverse_splits,MLPX,2020-04-28,3,1,0.3333333333
reverse_splits,MLRKF,2023-03-22,10,1,0.1
reverse_splits,MLSYY,2021-09-02,10,9,0.9
reverse_splits,MLSYY,2023-05-22,3,1,0.3333333333
reverse_splits,MLTNF,2024-10-11,10,1,0.1
reverse_splits,MLWN,2021-09-10,150,1,0.006666666667
reverse_splits,MLXAX,2020-03-25,5,1,0.2
reverse_splits,MLXCX,2020-03-25,5,1,0.2
reverse_splits,MLXIX,2020-03-25,5,1,0.2
reverse_splits,MMAT,2024-01-29,100,1,0.01
reverse_splits,MMATF,2024-01-29,100,1,0.01
reverse_splits,MMDMU,2019-09-27,1,0.5,0.5
reverse_splits,MMEX,2021-07-01,10000,1,0.0001
reverse_splits,MMJFF,2021-10-20,30,1,0.03333333333
reverse_splits,MMMW,2024-07-26,100,1,0.01
reverse_splits,MMOEF,2021-02-16,10,1,0.1
reverse_splits,MMOEF,2022-02-22,10,1,0.1
forward_splits,MNBP,2021-06-21,1,20,20
